page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
4,A08704,东北林业大学第04组,生不限,586,办208,109,120,82,85,81,5,国家专项计划,A08704 | 东北林业大学第04组 | 生不限 | 586 | 办208 | 109 | 120 | 82 | 85 | 81 | 5 | 国家专项计划
4,A08705,东北林业大学第05组,招化,591,226,126,113,87,88,77,11,,A08705 | 东北林业大学第05组 | 招化 | 591 | 226 | 126 | 113 | 87 | 88 | 77 | 11
4,A08905,学复旦大学第05组,不限,689,264,139,140,98,95,92,4,,A08905 | 学复旦大学第05组 | 不限 | 689 | 264 | 139 | 140 | 98 | 95 | 92 | 4
4,A08906,复旦大学第06组,北不限,683,268,145,124,100,98,93,6,,A08906 | 复旦大学第06组 | 北不限 | 683 | 268 | 145 | 124 | 100 | 98 | 93 | 6
4,A08907,等湖复旦大学第07组,不限,688,271,141,142,90,93,92,2,,A08907 | 等湖复旦大学第07组 | 不限 | 688 | 271 | 141 | 142 | 90 | 93 | 92 | 2
4,A08908,高复旦大学第08组,不限,684,265,143,141,94,92,92,7,,A08908 | 高复旦大学第08组 | 不限 | 684 | 265 | 143 | 141 | 94 | 92 | 92 | 7
4,A08909,【复旦大学第09组,不限,671,269,142,120,94,93,85,3,国家专项计划,A08909 | 【复旦大学第09组 | 不限 | 671 | 269 | 142 | 120 | 94 | 93 | 85 | 3 | 国家专项计划
4,A08910,省号复旦大学第10组,化,682,263,135,139,95,93,92,4,,A08910 | 省号复旦大学第10组 | 化 | 682 | 263 | 135 | 139 | 95 | 93 | 92 | 4
4,A08911,北复旦大学第11组,化,670,252,138,133,96,90,89,2,国家专项计划,A08911 | 北复旦大学第11组 | 化 | 670 | 252 | 138 | 133 | 96 | 90 | 89 | 2 | 国家专项计划
4,A09103,众同济大学第03组,不限,653,245,136,128,100,93,87,19,,A09103 | 众同济大学第03组 | 不限 | 653 | 245 | 136 | 128 | 100 | 93 | 87 | 19
4,A09104,湖公同济大学第04组,不限,647,253,135,134,84,88,88,9,,A09104 | 湖公同济大学第04组 | 不限 | 647 | 253 | 135 | 134 | 84 | 88 | 88 | 9
4,A09105,同济大学第05组,不限,640,247,131,130,79,87,87,4,国家专项计划,A09105 | 同济大学第05组 | 不限 | 640 | 247 | 131 | 130 | 79 | 87 | 87 | 4 | 国家专项计划
4,A09106,信同济大学第06组,化,649,263,138,119,89,95,83,3,,A09106 | 信同济大学第06组 | 化 | 649 | 263 | 138 | 119 | 89 | 95 | 83 | 3
4,A09107,同济大学第07组,化或生,650,247,137,135,90,90,88,2,,A09107 | 同济大学第07组 | 化或生 | 650 | 247 | 137 | 135 | 90 | 90 | 88 | 2
4,A09302,微上海交通大学第02组,不限,690,266,135,141,93,95,95,1,,A09302 | 微上海交通大学第02组 | 不限 | 690 | 266 | 135 | 141 | 93 | 95 | 95 | 1
4,A09303,上海交通大学第03组,不限,682,258,146,139,100,97,88,2,,A09303 | 上海交通大学第03组 | 不限 | 682 | 258 | 146 | 139 | 100 | 97 | 88 | 2
4,A09304,上海交通大学第04组,不限,673,251,130,136,100,96,90,4,,A09304 | 上海交通大学第04组 | 不限 | 673 | 251 | 130 | 136 | 100 | 96 | 90 | 4
4,A09305,上海交通大学第05组,不限,672,260,132,139,91,92,90,5,国家专项计划,A09305 | 上海交通大学第05组 | 不限 | 672 | 260 | 132 | 139 | 91 | 92 | 90 | 5 | 国家专项计划
4,A09306,上海交通大学第06组,化,669,253,132,130,93,94,89,20,国家专项计划,A09306 | 上海交通大学第06组 | 化 | 669 | 253 | 132 | 130 | 93 | 94 | 89 | 20 | 国家专项计划
4,A09503,华东理工大学第03组,不限,622,237,122,123,89,87,86,14,,A09503 | 华东理工大学第03组 | 不限 | 622 | 237 | 122 | 123 | 89 | 87 | 86 | 14
4,A09504,华东理工大学第04组,不限,608,227,114,133,76,87,85,11,国家专项计划,A09504 | 华东理工大学第04组 | 不限 | 608 | 227 | 114 | 133 | 76 | 87 | 85 | 11 | 国家专项计划
4,A09505,华东理工大学第05组,不限,614,230,119,128,71,89,86,8,民族班,A09505 | 华东理工大学第05组 | 不限 | 614 | 230 | 119 | 128 | 71 | 89 | 86 | 8 | 民族班
4,A09506,华东理工大学第06组,化,620,239,128,118,83,87,83,7,,A09506 | 华东理工大学第06组 | 化 | 620 | 239 | 128 | 118 | 83 | 87 | 83 | 7
4,A09507,华东理工大学第07组,化或生,619,239,124,130,77,90,83,13,,A09507 | 华东理工大学第07组 | 化或生 | 619 | 239 | 124 | 130 | 77 | 90 | 83 | 13
4,A09702,东华大学第02组,不限,614,240,122,127,84,82,81,5,,A09702 | 东华大学第02组 | 不限 | 614 | 240 | 122 | 127 | 84 | 82 | 81 | 5
5,A09703,东华大学第03组,不限,610,216,113,133,80,86,85,5,国家专项计划,A09703 | 东华大学第03组 | 不限 | 610 | 216 | 113 | 133 | 80 | 86 | 85 | 5 | 国家专项计划
5,A09704,东华大学第04组,化,613,229,116,129,84,88,83,8,,A09704 | 东华大学第04组 | 化 | 613 | 229 | 116 | 129 | 84 | 88 | 83 | 8
5,A09705,东华大学第05组,化,594,225,114,111,70,90,88,2,国家专项计划,A09705 | 东华大学第05组 | 化 | 594 | 225 | 114 | 111 | 70 | 90 | 88 | 2 | 国家专项计划
5,A09907,华东师范大学第07组,不限,644,245,128,138,93,89,79,2,,A09907 | 华东师范大学第07组 | 不限 | 644 | 245 | 128 | 138 | 93 | 89 | 79 | 2
5,A09908,华东师范大学第08组,化或生,641,240,124,130,95,89,87,3,,A09908 | 华东师范大学第08组 | 化或生 | 641 | 240 | 124 | 130 | 95 | 89 | 87 | 3
5,A10104,上海外国语大学第04组,不限,613,209,108,135,86,93,90,16,,A10104 | 上海外国语大学第04组 | 不限 | 613 | 209 | 108 | 135 | 86 | 93 | 90 | 16
5,A10105,上海外国语大学第05组,不限,592,214,107,131,67,87,83,6,国家专项计划,A10105 | 上海外国语大学第05组 | 不限 | 592 | 214 | 107 | 131 | 67 | 87 | 83 | 6 | 国家专项计划
5,A10302,上海财经大学第02组,不限,631,245,129,125,83,90,88,7,,A10302 | 上海财经大学第02组 | 不限 | 631 | 245 | 129 | 125 | 83 | 90 | 88 | 7
5,A10303,上海财经大学第03组,不限,611,229,121,128,76,室86,82,】10,国家专项计划,A10303 | 上海财经大学第03组 | 不限 | 611 | 229 | 121 | 128 | 76 | 室86 | 82 | 】10 | 国家专项计划
5,A10503,上海海关学院第03组,不限,586,222,116,133,69,87,75,B15,,A10503 | 上海海关学院第03组 | 不限 | 586 | 222 | 116 | 133 | 69 | 87 | 75 | B15
5,A10703,南京大学第03组,不限,672,264,136,130,公94,92,S92,6,,A10703 | 南京大学第03组 | 不限 | 672 | 264 | 136 | 130 | 公94 | 92 | S92 | 6
5,A10704,南京大学第04组,不限,652,253,132,办135,76,93,Z85,7,国家专项计划,A10704 | 南京大学第04组 | 不限 | 652 | 253 | 132 | 办135 | 76 | 93 | Z85 | 7 | 国家专项计划
5,A10705,南京大学第05组,化,675,259,133,143,91,S92,90,6,,A10705 | 南京大学第05组 | 化 | 675 | 259 | 133 | 143 | 91 | S92 | 90 | 6
5,A10706,南京大学第06组,化,659,246,会126,125,B96,94,88,3,国家专项计划,A10706 | 南京大学第06组 | 化 | 659 | 246 | 会126 | 125 | B96 | 94 | 88 | 3 | 国家专项计划
5,A10902,东南大学第02组,不限,647,员242,124,135,H82,95,93,4,,A10902 | 东南大学第02组 | 不限 | 647 | 员242 | 124 | 135 | H82 | 95 | 93 | 4
5,A10903,东南大学第03组,不限,633,247,127,【117,90,91,88,4,国家专项计划,A10903 | 东南大学第03组 | 不限 | 633 | 247 | 127 | 【117 | 90 | 91 | 88 | 4 | 国家专项计划
5,A10905,东南大学第05组,化,621,232,】118,134,71,87,87,2,国家专项计划,A10905 | 东南大学第05组 | 化 | 621 | 232 | 】118 | 134 | 71 | 87 | 87 | 2 | 国家专项计划
5,A10906,东南大学第06组,生化或生,640,办235,124,128,89,92,86,5,国家专项计划,A10906 | 东南大学第06组 | 生化或生 | 640 | 办235 | 124 | 128 | 89 | 92 | 86 | 5 | 国家专项计划
5,A11104,南京航空航天大学第04组,招不限,612,247,124,117,73,89,76,1,少数民族预科班,A11104 | 南京航空航天大学第04组 | 招不限 | 612 | 247 | 124 | 117 | 73 | 89 | 76 | 1 | 少数民族预科班
5,A11301,学南京理工大学第01组,不限,629,218,117,133,97,94,87,16,,A11301 | 学南京理工大学第01组 | 不限 | 629 | 218 | 117 | 133 | 97 | 94 | 87 | 16
5,A11302,南京理工大学第02组,北不限,616,224,115,121,86,90,85,14,国家专项计划,A11302 | 南京理工大学第02组 | 北不限 | 616 | 224 | 115 | 121 | 86 | 90 | 85 | 14 | 国家专项计划
5,A11303,等湖南京理工大学第03组,化,618,245,130,117,89,85,82,4,,A11303 | 等湖南京理工大学第03组 | 化 | 618 | 245 | 130 | 117 | 89 | 85 | 82 | 4
5,A11304,高南京理工大学第04组,化,602,226,127,119,88,86,83,11,国家专项计划,A11304 | 高南京理工大学第04组 | 化 | 602 | 226 | 127 | 119 | 88 | 86 | 83 | 11 | 国家专项计划
5,A11503,【中国矿业大学第03组,不限,608,221,118,121,93,87,86,2,,A11503 | 【中国矿业大学第03组 | 不限 | 608 | 221 | 118 | 121 | 93 | 87 | 86 | 2
5,A11504,省号中国矿业大学第04组,不限,591,231,120,115,77,89,79,4,,A11504 | 省号中国矿业大学第04组 | 不限 | 591 | 231 | 120 | 115 | 77 | 89 | 79 | 4
5,A11505,北中国矿业大学第05组,不限,591,242,130,109,86,83,71,22,,A11505 | 北中国矿业大学第05组 | 不限 | 591 | 242 | 130 | 109 | 86 | 83 | 71 | 22
5,A11506,众中国矿业大学第06组,不限,591,227,117,104,86,89,85,7,国家专项计划,A11506 | 众中国矿业大学第06组 | 不限 | 591 | 227 | 117 | 104 | 86 | 89 | 85 | 7 | 国家专项计划
5,A11507,湖公中国矿业大学第07组,化,603,220,116,134,83,86,80,3,,A11507 | 湖公中国矿业大学第07组 | 化 | 603 | 220 | 116 | 134 | 83 | 86 | 80 | 3
5,A11508,中国矿业大学第08组,化,590,216,111,110,84,90,90,8,国家专项计划,A11508 | 中国矿业大学第08组 | 化 | 590 | 216 | 111 | 110 | 84 | 90 | 90 | 8 | 国家专项计划
5,A11509,信中国矿业大学第09组,化或地,608,241,121,126,66,90,85,8,,A11509 | 信中国矿业大学第09组 | 化或地 | 608 | 241 | 121 | 126 | 66 | 90 | 85 | 8
5,A11510,中国矿业大学第10组,化或地,601,230,124,110,92,91,78,5,国家专项计划,A11510 | 中国矿业大学第10组 | 化或地 | 601 | 230 | 124 | 110 | 92 | 91 | 78 | 5 | 国家专项计划
5,A11703,微河海大学第03组,不限,617,228,114,132,86,86,85,1,,A11703 | 微河海大学第03组 | 不限 | 617 | 228 | 114 | 132 | 86 | 86 | 85 | 1
5,A11704,河海大学第04组,不限,595,219,115,128,84,89,75,8,,A11704 | 河海大学第04组 | 不限 | 595 | 219 | 115 | 128 | 84 | 89 | 75 | 8
5,A11705,河海大学第05组,不限,600,249,127,91,80,92,88,5,国家专项计划,A11705 | 河海大学第05组 | 不限 | 600 | 249 | 127 | 91 | 80 | 92 | 88 | 5 | 国家专项计划
5,A11706,河海大学第06组,化,611,232,119,115,89,88,87,3,,A11706 | 河海大学第06组 | 化 | 611 | 232 | 119 | 115 | 89 | 88 | 87 | 3
5,A11707,河海大学第07组,化,595,226,118,129,72,84,84,8,,A11707 | 河海大学第07组 | 化 | 595 | 226 | 118 | 129 | 72 | 84 | 84 | 8
5,A11708,河海大学第08组,化或地,613,228,114,129,73,88,85,11,,A11708 | 河海大学第08组 | 化或地 | 613 | 228 | 114 | 129 | 73 | 88 | 85 | 11
5,A11903,江南大学第03组,不限,614,236,134,109,94,88,87,3,,A11903 | 江南大学第03组 | 不限 | 614 | 236 | 134 | 109 | 94 | 88 | 87 | 3
5,A11904,江南大学第04组,化,601,225,122,120,76,93,87,20,,A11904 | 江南大学第04组 | 化 | 601 | 225 | 122 | 120 | 76 | 93 | 87 | 20
5,A11905,江南大学第05组,化,592,220,110,118,87,92,75,5,国家专项计划,A11905 | 江南大学第05组 | 化 | 592 | 220 | 110 | 118 | 87 | 92 | 75 | 5 | 国家专项计划
5,A11906,江南大学第06组,化或生,619,242,127,109,93,93,82,2,,A11906 | 江南大学第06组 | 化或生 | 619 | 242 | 127 | 109 | 93 | 93 | 82 | 2
5,A12102,南京农业大学第02组,不限,602,219,112,133,77,88,85,2,,A12102 | 南京农业大学第02组 | 不限 | 602 | 219 | 112 | 133 | 77 | 88 | 85 | 2
6,A12103,南京农业大学第03组,不限,590,219,112,113,77,87,84,11,国家专项计划,A12103 | 南京农业大学第03组 | 不限 | 590 | 219 | 112 | 113 | 77 | 87 | 84 | 11 | 国家专项计划
6,A12104,南京农业大学第04组,化或生,597,223,118,124,73,91,86,9,,A12104 | 南京农业大学第04组 | 化或生 | 597 | 223 | 118 | 124 | 73 | 91 | 86 | 9
6,A12302,中国药科大学第02组,不限,596,225,114,120,71,87,83,25,少数民族预科班,A12302 | 中国药科大学第02组 | 不限 | 596 | 225 | 114 | 120 | 71 | 87 | 83 | 25 | 少数民族预科班
6,A12303,中国药科大学第03组,不限,590,218,112,139,57,83,83,12,国家专项计划,A12303 | 中国药科大学第03组 | 不限 | 590 | 218 | 112 | 139 | 57 | 83 | 83 | 12 | 国家专项计划
6,A12304,中国药科大学第04组,化,590,232,117,137,57,79,75,1,少数民族预科班,A12304 | 中国药科大学第04组 | 化 | 590 | 232 | 117 | 137 | 57 | 79 | 75 | 1 | 少数民族预科班
6,A12305,中国药科大学第05组,化,613,243,123,114,79,89,88,7,,A12305 | 中国药科大学第05组 | 化 | 613 | 243 | 123 | 114 | 79 | 89 | 88 | 7
6,A12306,中国药科大学第06组,化,601,229,117,128,70,90,84,5,国家专项计划,A12306 | 中国药科大学第06组 | 化 | 601 | 229 | 117 | 128 | 70 | 90 | 84 | 5 | 国家专项计划
6,A12307,中国药科大学第07组,化或生,610,216,108,137,78,90,89,21,,A12307 | 中国药科大学第07组 | 化或生 | 610 | 216 | 108 | 137 | 78 | 90 | 89 | 21
6,A12308,中国药科大学第08组,化或生,601,221,113,129,71,室93,87,】1,,A12308 | 中国药科大学第08组 | 化或生 | 601 | 221 | 113 | 129 | 71 | 室93 | 87 | 】1
6,A12309,中国药科大学第09组,化或生,603,228,120,133,76,86,80,B5,国家专项计划,A12309 | 中国药科大学第09组 | 化或生 | 603 | 228 | 120 | 133 | 76 | 86 | 80 | B5 | 国家专项计划
6,A12502,浙江大学第02组,不限,678,257,132,143,公95,96,S87,3,,A12502 | 浙江大学第02组 | 不限 | 678 | 257 | 132 | 143 | 公95 | 96 | S87 | 3
6,A12503,浙江大学第03组,不限,649,241,131,办142,86,92,Z88,2,,A12503 | 浙江大学第03组 | 不限 | 649 | 241 | 131 | 办142 | 86 | 92 | Z88 | 2
6,A12504,浙江大学第04组,不限,666,250,128,141,82,S93,90,7,国家专项计划,A12504 | 浙江大学第04组 | 不限 | 666 | 250 | 128 | 141 | 82 | S93 | 90 | 7 | 国家专项计划
6,A12505,浙江大学第05组,化,665,246,会126,140,B86,92,91,3,国家专项计划,A12505 | 浙江大学第05组 | 化 | 665 | 246 | 会126 | 140 | B86 | 92 | 91 | 3 | 国家专项计划
6,A12701,中国科学技术大学第01组,不限,676,员259,133,137,H93,97,90,1,,A12701 | 中国科学技术大学第01组 | 不限 | 676 | 员259 | 133 | 137 | H93 | 97 | 90 | 1
6,A12702,中国科学技术大学第02组,不限,666,256,140,【138,89,92,91,2,国家专项计划,A12702 | 中国科学技术大学第02组 | 不限 | 666 | 256 | 140 | 【138 | 89 | 92 | 91 | 2 | 国家专项计划
6,A12704,中国科学技术大学第04组,化,660,250,】128,135,96,94,85,1,国家专项计划,A12704 | 中国科学技术大学第04组 | 化 | 660 | 250 | 】128 | 135 | 96 | 94 | 85 | 1 | 国家专项计划
6,A12901,合肥工业大学第01组,生不限,614,办229,115,129,85,87,84,1,,A12901 | 合肥工业大学第01组 | 生不限 | 614 | 办229 | 115 | 129 | 85 | 87 | 84 | 1
6,A12902,合肥工业大学第02组,招不限,606,226,121,114,84,94,88,6,,A12902 | 合肥工业大学第02组 | 招不限 | 606 | 226 | 121 | 114 | 84 | 94 | 88 | 6
6,A12905,学合肥工业大学第05组,化,611,233,121,126,87,88,77,16,,A12905 | 学合肥工业大学第05组 | 化 | 611 | 233 | 121 | 126 | 87 | 88 | 77 | 16
6,A12906,合肥工业大学第06组,北化,592,219,114,97,83,92,91,17,国家专项计划,A12906 | 合肥工业大学第06组 | 北化 | 592 | 219 | 114 | 97 | 83 | 92 | 91 | 17 | 国家专项计划
6,A13105,等湖厦门大学第05组,不限,641,239,126,124,89,96,93,5,,A13105 | 等湖厦门大学第05组 | 不限 | 641 | 239 | 126 | 124 | 89 | 96 | 93 | 5
6,A13106,高厦门大学第06组,不限,641,248,129,135,84,90,84,5,,A13106 | 高厦门大学第06组 | 不限 | 641 | 248 | 129 | 135 | 84 | 90 | 84 | 5
6,A13107,【厦门大学第07组,不限,607,229,116,125,89,86,78,2,马来西亚分校,A13107 | 【厦门大学第07组 | 不限 | 607 | 229 | 116 | 125 | 89 | 86 | 78 | 2 | 马来西亚分校
6,A13108,省号厦门大学第08组,不限,628,250,132,115,87,88,78,18,国家专项计划,A13108 | 省号厦门大学第08组 | 不限 | 628 | 250 | 132 | 115 | 87 | 88 | 78 | 18 | 国家专项计划
6,A13109,北厦门大学第09组,化,640,245,128,136,79,93,87,8,,A13109 | 北厦门大学第09组 | 化 | 640 | 245 | 128 | 136 | 79 | 93 | 87 | 8
6,A13110,众厦门大学第10组,化或生,640,243,122,125,95,92,85,9,,A13110 | 众厦门大学第10组 | 化或生 | 640 | 243 | 122 | 125 | 95 | 92 | 85 | 9
6,A13111,湖公厦门大学第11组,化或生,624,239,127,115,87,91,82,11,国家专项计划,A13111 | 湖公厦门大学第11组 | 化或生 | 624 | 239 | 127 | 115 | 87 | 91 | 82 | 11 | 国家专项计划
6,A13302,华侨大学第02组,不限,573,219,114,103,80,90,81,2,,A13302 | 华侨大学第02组 | 不限 | 573 | 219 | 114 | 103 | 80 | 90 | 81 | 2
6,A13303,信华侨大学第03组,化,581,215,110,121,80,83,82,4,,A13303 | 信华侨大学第03组 | 化 | 581 | 215 | 110 | 121 | 80 | 83 | 82 | 4
6,A13304,华侨大学第04组,化或生,566,213,113,138,58,88,69,13,,A13304 | 华侨大学第04组 | 化或生 | 566 | 213 | 113 | 138 | 58 | 88 | 69 | 13
6,A13504,微山东大学第04组,不限,637,240,133,129,86,96,86,7,,A13504 | 微山东大学第04组 | 不限 | 637 | 240 | 133 | 129 | 86 | 96 | 86 | 7
6,A13505,山东大学第05组,不限,624,233,127,127,80,87,87,12,国家专项计划,A13505 | 山东大学第05组 | 不限 | 624 | 233 | 127 | 127 | 80 | 87 | 87 | 12 | 国家专项计划
6,A13506,山东大学第06组,化,633,252,131,138,84,83,76,6,,A13506 | 山东大学第06组 | 化 | 633 | 252 | 131 | 138 | 84 | 83 | 76 | 6
6,A13507,山东大学第07组,化和生,644,238,125,145,84,91,86,2,,A13507 | 山东大学第07组 | 化和生 | 644 | 238 | 125 | 145 | 84 | 91 | 86 | 2
6,A13508,山东大学第08组,化或生,634,237,133,134,91,88,84,15,,A13508 | 山东大学第08组 | 化或生 | 634 | 237 | 133 | 134 | 91 | 88 | 84 | 15
6,A13509,山东大学第09组,化或生,618,227,116,119,81,92,89,6,国家专项计划,A13509 | 山东大学第09组 | 化或生 | 618 | 227 | 116 | 119 | 81 | 92 | 89 | 6 | 国家专项计划
6,A13706,中国海洋大学第06组,不限,616,235,121,116,88,90,87,24,少数民族预科班,A13706 | 中国海洋大学第06组 | 不限 | 616 | 235 | 121 | 116 | 88 | 90 | 87 | 24 | 少数民族预科班
6,A13707,中国海洋大学第07组,不限,615,247,126,122,69,90,87,1,,A13707 | 中国海洋大学第07组 | 不限 | 615 | 247 | 126 | 122 | 69 | 90 | 87 | 1
6,A13708,中国海洋大学第08组,不限,621,232,129,129,86,90,84,7,,A13708 | 中国海洋大学第08组 | 不限 | 621 | 232 | 129 | 129 | 86 | 90 | 84 | 7
6,A13709,中国海洋大学第09组,不限,629,240,122,134,83,86,86,15,,A13709 | 中国海洋大学第09组 | 不限 | 629 | 240 | 122 | 134 | 83 | 86 | 86 | 15
6,A13710,中国海洋大学第10组,不限,625,242,128,114,92,91,86,2,,A13710 | 中国海洋大学第10组 | 不限 | 625 | 242 | 128 | 114 | 92 | 91 | 86 | 2
7,A13711,中国海洋大学第11组,不限,607,228,116,128,87,86,78,7,,A13711 | 中国海洋大学第11组 | 不限 | 607 | 228 | 116 | 128 | 87 | 86 | 78 | 7
7,A13712,中国海洋大学第12组,不限,617,239,127,126,78,87,87,6,,A13712 | 中国海洋大学第12组 | 不限 | 617 | 239 | 127 | 126 | 78 | 87 | 87 | 6
