公开官网差异账ID,来源全量证据工作台ID,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,高校官网/章程辅证状态,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,仍需核验,下一步
B0B1DIFF-cd39cec9deaf53a6,FULLEVID-bea7922174015f46,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-dc647fca61dfba94,G-a075cc51f98cb0d9,K345,云南大学,K34506,217,5,27,地质学（办学地点：呈贡校区）,,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-e98264a08bceaf75,FULLEVID-f09feda090aa63f7,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-fcbd2323df6c9109,G-a075cc51f98cb0d9,K345,云南大学,K34506,217,6,28,统计学（办学地点：星贡校区）,2,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-481a5fe8a6d24afd,FULLEVID-da02fe60937e3d71,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-69357ea17a5fa7e5,G-a075cc51f98cb0d9,K345,云南大学,K34506,217,7,29,土木工程（办学地点：呈贡校区）,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-720677e9023dc4c4,FULLEVID-ddd955035a202db0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-e830e7ea607061f0,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,1,30,化学类（化学、高分子材料与工程、化学工程与工艺、制药工程：大类培养分流办法及各专业学费标准详见《云南大学 2026年本科招生章程》：办学地点：呈贡校区）,6,5000,［化学,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0989111df0125aea,FULLEVID-e150525e22f17934,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-03c81a4a471a7cac,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,2,31,物科学（国家生物学基地班：办学地点：呈贡校区）,2,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-513a7a46f6df8223,FULLEVID-c4f3e83f0a5933f3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-5846d4ffcb3bd6ac,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,3,32,生物技术（国家生命科学与技术基地班：办学地点：呈贡校区）,,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-fe3a5d6bc8a5b5d7,FULLEVID-5426f96fc2872de3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-1180c84849e49d83,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,4,33,生物科学类（生物科学、生物技术：太类培养分流办法及各专业学费标准详见《云南大学2026年本科招生章程》办学地点：呈贡校区）,2,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-50973f3d8c67d6ad,FULLEVID-8d5e43be71b39917,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f8832e66a21edee9,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,5,34,生态学（酱英班；办学地点：呈贡校区）,2,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-cdda8467f732a569,FULLEVID-c6cac5df96d40bfc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a6499ab12a3f97ec,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,6,35,材料科学与工程（办学地点：呈贡校,3,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-f34a0a167d3bfb8e,FULLEVID-681e6621aabca1a0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-5df256d385d4b49f,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,7,36,环境科学与工程类（生态学、环境科学与工程：大类培养分流办法及各专业学费标准详见《云南大学 2026年本科招生章程》：办学地点：呈贡校区）,,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-e4717fff96d1d301,FULLEVID-b65392400a2acd8c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a4a9e6e2b14e2066,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,8,37,新能源科学与工程（办学地点：呈贡校,1,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-f97afbbf907a9af9,FULLEVID-13f0e60c09f9292c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-8b8e3e74f26bc193,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,9,38,药学（办学地点：星贡校区）,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-090014ac3207a295,FULLEVID-f42129626ac501d6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-4957a1eaaf9a61bf,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,10,39,植物科学与技术（办学地点：呈贡校,1,4500,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-803fb6bebb4823dc,FULLEVID-7f14359d76b717a1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-96dfd37933a95403,G-fd3b66b6c8ac9d43,K345,云南大学,K34507,217,11,40,氢能科学与工程（办学地点：呈贡校,1,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-6e7e701fa09c7145,FULLEVID-fbafa274fe2dea3f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-32175c42218c9ca2,G-26ca2b124ae54d1d,K345,云南大学,K34508,217,1,41,监床医学（办学地点：呈贡校区；学制：五年）,2,5500,生,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-53376f4a142aa77a,FULLEVID-968d4f43566452c8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-44d9a3159b2b4d65,G-cef0e378cb02322e,K345,云南大学,K34509,217,1,42,光电信息科学与工程（办学地点：呈贡校区）,3,5000,生,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-2a9abc9c5e72fe96,FULLEVID-fba2cf283df35a2e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2fd147b273be23f6,G-cef0e378cb02322e,K345,云南大学,K34509,217,2,43,生物育种科学（办学地点：呈贡校区）,,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-96799117e0d0bae8,FULLEVID-7e1f66da8ff3e365,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-d054c18f5c96e955,G-cef0e378cb02322e,K345,云南大学,K34509,217,3,44,电子信息工程（办学地点：呈贡校区）,,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0106dfbb37d915d8,FULLEVID-9dddbad69dc7a16f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-5e72b5475449d498,G-cef0e378cb02322e,K345,云南大学,K34509,217,4,45,通信工程（办学地点：呈贡校区）,1,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-3eb75c262e33013f,FULLEVID-c0bf09d141476e0e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-b7139c922dbc3c6a,G-cef0e378cb02322e,K345,云南大学,K34509,217,5,46,计算机科学与技术（办学地点：呈贡校,1,5600,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-37a755c54b02e43f,FULLEVID-4a3e27b8d2ccacf7,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-1b5380ed786e7ba9,G-cef0e378cb02322e,K345,云南大学,K34509,217,6,47,物联网工程（办学地点：呈贡校区）GKZAA完校专业组及专业代号,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-2a375d9816aafaca,FULLEVID-d9e07ef2b3867a82,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-59c4565d5a83c389,G-cef0e378cb02322e,K345,云南大学,K34509,218,7,48,智能科学与技术（办学地点：呈贡校,4,5000,娶,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-fc45292f3668ea7b,FULLEVID-40cbb089a376002f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f8b3503177511f1d,G-cef0e378cb02322e,K345,云南大学,K34509,218,8,49,软件工程（第三、四学年学费 12000元/年：办学地点：呈贡校区）,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-567a4bad954fd0b7,FULLEVID-9d1b0fd0ca2700f3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-02941aeaa51db52f,G-cef0e378cb02322e,K345,云南大学,K34509,218,9,50,数字媒体技术（第三、四学年学费12000元/年：办学地点：皇贡校区）,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-56e6402aa6cc5b23,FULLEVID-293531602a35c367,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2c63c040e4be768c,G-cef0e378cb02322e,K345,云南大学,K34509,218,10,51,网络空间安全（第三、四学年学费12000元/年：办学地点：星贡校区）,2,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-1a624a2c873eb54b,FULLEVID-c0c071191c5b0ac2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-20f4633ff6570bae,G-cef0e378cb02322e,K345,云南大学,K34509,218,11,52,人王智能（第三、四学年学费 12000元/年：办学地点：呈贡校区）,,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0af3f393c3fe12db,FULLEVID-bb0afabf2b4207fd,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-c0b94c77cc26e641,G-f404b392fd66314e,K345,云南大学,K34510,218,1,53,法学（办学地点：呈贡校区）,2,5000,政治,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-8259f8de44e48182,FULLEVID-b20be4121adc3624,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-e9a8dd87084ca960,G-f404b392fd66314e,K345,云南大学,K34510,218,2,54,新闻学（办学地点：呈贡校区）,2,4200,地理,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-658454cff6a4a45e,FULLEVID-f4939fa93c03cd75,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-7046f6a8e8469659,G-451aff94336eac2b,K345,云南大学,K34511,218,1,55,地理科学（办学地点：呈贡校区）,1,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-bb229afe0d5f8653,FULLEVID-94b70e0290ad6ca5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-c5b1e44791ad9d22,G-451aff94336eac2b,K345,云南大学,K34511,218,2,56,地理信息科学（办学地点：呈贡校区）,1,5000,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-90df5289d8391d50,FULLEVID-ac3f1d8dd3702eb8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-e18234668d36aff6,G-451aff94336eac2b,K345,云南大学,K34511,218,3,57,城乡规划（办学地点：呈贡校区）,,,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-fc2c409c7d22197a,FULLEVID-0271b6a81de3e475,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-ce5e42b179ff0741,G-267ae14dfb23ab9e,K345,云南大学,K34512,218,1,58,材料科学与工程（中外合作办学）（与马来西亚马来亚大学合作；办学地点：,,,化学,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-8a60cfc9a5fa7821,FULLEVID-c6638f156519c72f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-8b25fe423d97757a,G-267ae14dfb23ab9e,K345,云南大学,K34512,218,2,59,化学工程与工艺（中外合作办学）（与马来西亚马来亚大学合作；办学地点：,,,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-b5209cd7f9630c50,FULLEVID-688ef66d644536ac,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-34a4b14a84822327,G-df60fefabf45f04c,K345,云南大学,K34513,218,1,60,人工智能（中外合作办学）（与马来西亚马来亚大学合作；办学地点：呈贡校K346 昆明理工大学（公办）（云南）,3,65000,生,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-39b08d0c8628ded9,FULLEVID-941cf972b7d74486,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-dd8ef508d85596c0,G-d97080b0408d9ba6,K465,西安建筑科技大学,K46504,223,1,04,计算机科学与技术（办学地点：草堂校,3,6480,,has_partial_source_needs_followup,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
